COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_M	p_MF	N_M	N_MF
Sulfate transporter CysZ (CysZ) (PDB:3TX3) (PUBMED:24657232)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2981	GC_00004864	0	1	1	1
Imelysin-like iron-regulated protein IrpA, duplicated M75 peptidase-like domain (IrpA) (PUBMED:21799754)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3487	GC_00002433	0	1	1	1
Succinylglutamate desuccinylase (AstE) (PDB:1YW4)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2988	GC_00004412	0	1	1	1
ABC-type nickel/cobalt efflux system, permease component RcnA (RcnA)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2215	GC_00007392	0	1	1	1
Ribose 1,5-bisphosphate kinase PhnN (PhnN)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3709	GC_00002264	0	1	1	1
Glycine cleavage system protein T (aminomethyltransferase) (GcvT) (PDB:2GAH) (PUBMED:25433025;25505271)!!!NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase (FadH2) (PDB:1VRQ)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0404!!!COG0446	GC_00002312	0	1	1	1
vWFA (von Willebrand factor type A) domain of Mg and Co chelatases (ChlD)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG1240	GC_00003133, GC_00007901	0	1	1	1
Serine protease, subtilisin family (AprE) (PDB:1SCJ)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG1404	GC_00005931	0	1	1	1
Cu2+-containing amine oxidase (TynA) (PDB:1A2V)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3733	GC_00007795	0	1	1	1
Uncharacterized membrane protein YgdD, TMEM256/DUF423 family (YgdD)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2363	GC_00002089	0	1	1	1
D-alanyl-lipoteichoic acid acyltransferase DltB, MBOAT superfamily (DltB) (PDB:6BUG)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG1696	GC_00008180	0	1	1	1
N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit (HyuB) (PDB:5L9W)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0146	GC_00005887	0	1	1	1
Predicted NAD/FAD-dependent oxidoreductase (PDB:4ZCC)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3380	GC_00002481	0	1	1	1
Uncharacterized membrane protein, DUF485 family (YjcH)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3162	GC_00005061, GC_00007211	0	1	1	1
Membrane protein AmpE required for beta-lactamase induction (AmpE)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3725	GC_00005504	0	1	1	1
Aspartate ammonia-lyase (AspA) (PDB:6WNG)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG1027	GC_00008057	0	1	1	1
DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)!!!Phosphoserine phosphatase RsbU, regulator of sigma subunit (RsbU) (PDB:5UCG)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0745!!!COG2208	GC_00005282	0	1	1	1
Uncharacterized conserved protein, DUF1244 family (PDB:2O35)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3492	GC_00004588	0	1	1	1
Cell division protein DamX, binds to the septal ring, contains C-terminal SPOR domain (DamX)!!!Type II secretory pathway ATPase component GspA/ExeA/MshM (ExeA) (PUBMED:21378198)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3266!!!COG3267	GC_00007427	0	1	1	1
Predicted enzyme of the cupin superfamily (PDB:1LKN)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3450	GC_00003870, GC_00005562, GC_00007153	0	1	1	1
Nucleoside 2-deoxyribosyltransferase (RCL) (PDB:1F8X)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3613	GC_00005275	0	1	1	1
Peroxiredoxin (Tpx) (PDB:4AF2)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2077	GC_00004763	0	1	1	1
Acyl carrier protein (AcpP) (PDB:1ACP)!!!NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)!!!Acyl transferase domain in polyketide synthase (PKS) enzymes (PksD) (PDB:6IYO)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0236!!!COG1028!!!COG3321	GC_00007829	0	1	1	1
Na+/alanine symporter (AlsT) (PDB:6CSE)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG1115	GC_00005921	0	1	1	1
Type VI protein secretion system component VasK (IcmF)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3523	GC_00004223	0	1	1	1
Sulfur transfer complex TusBCD TusB component, DsrH family (TusB) (PDB:1RHX)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2168	GC_00003944	0	1	1	1
Phage DNA packaging protein, Nu1 subunit of terminase (Nu1) (PDB:1J9I)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG4220	GC_00005731	0	1	1	1
Sulfur transfer protein SufE, Fe-S cluster assembly (SufE) (PDB:1MZG)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2166	GC_00001776	0	1	1	1
Predicted ATP-dependent protease (LonB) (PDB:3K1J)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG1067	GC_00003768	0	1	1	1
IS4 transposase InsG (InsG)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3385	GC_00002270, GC_00003489	0	1	1	1
Serine/threonine protein kinase (SPS1) (PDB:6G4J)!!!Serine/threonine protein phosphatase PrpC (PTC1) (PDB:6IHL)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0515!!!COG0631	GC_00001242	0	1	1	1
Ethanolamine ammonia-lyase, large subunit (EutB) (PDB:3ABO)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG4303	GC_00003443	0	1	1	1
Cephalosporin hydroxylase (CmcI)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3510	GC_00001661	0	1	1	1
Na+/H+ antiporter NhaA (NhaA) (PDB:1ZCD) (PUBMED:25746996)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3004	GC_00007073	0	1	1	1
Precorrin-3B methylase (CobJ) (PDB:2ZVB)!!!Cobalamin biosynthesis protein CbiG (CbiG)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG1010!!!COG2073	GC_00006067	0	1	1	1
3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase, class II (AroG2) (PDB:6BMC)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3200	GC_00004579	0	1	1	1
1-phosphofructokinase or 6-phosphofructokinase II (FruK) (PDB:2ABQ)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG1105	GC_00004191	0	1	1	1
Heme exporter protein D (CcmD)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3114	GC_00002725	0	1	1	1
Acetylornithine aminotransferase/4-aminobutyrate aminotransferase (ArgD) (PDB:1SF2)!!!Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist (SrkA) (PDB:1ZYL)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0160!!!COG2334	GC_00007930	0	1	1	1
Cell wall hydrolase CwlJ, involved in spore germination (CwlJ) (PDB:4F55)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3773	GC_00002694	0	1	1	1
Uncharacterized Tic20-related protein, DUF4870 domain (Tic20a) (PUBMED:9817756;20100520)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3296	GC_00005842	0	1	1	1
Uncharacterized conserved protein, DUF2066 domain	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3249	GC_00002808	0	1	1	1
Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579)!!!Rhodanese-related sulfurtransferase (PspE) (PDB:1TQ1)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0476!!!COG0607	GC_00003792	0	1	1	1
mRNA-degrading endonuclease (mRNA interferase) HigB, toxic component of the HigAB toxin-antitoxin module (HigB) (PDB:5IFG)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG4680	GC_00007750	0	1	1	1
Sphingosine uptake channel SphA-related outer membrane channel (SphA) (PDB:4RL8) (PUBMED:26149193)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG4313	GC_00000720, GC_00005548	0	1	1	1
Cobalamin synthase CobS (adenosylcobinamide-GDP ribazoletransferase) (CobS) (PUBMED:31481610)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0368	GC_00006077	0	1	1	1
Regulator of phage lambda lysogenization HflD, binds to CII and stimulates its degradation (HflD) (PDB:1QZ4)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2915	GC_00005195	0	1	1	1
Uncharacterized conserved protein YceK (YceK)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG5645	GC_00005368	0	1	1	1
Ribonuclease I (RnaI) (PDB:1BK7)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3719	GC_00008507	0	1	1	1
4-alpha-glucanotransferase (MalQ) (PDB:1CWY)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG1640	GC_00004903	0	1	1	1
HPt (histidine-containing phosphotransfer) domain (HPtr) (PDB:3IQT)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2198	GC_00005267	0	1	1	1
Cobalamin biosynthesis protein CbiG (CbiG)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2073	GC_00001562	0	1	1	1
PII-like insert in the uncharacterized protein YqfO, YbgI/NIF3 family (YqfO) (PDB:2GX8) (PUBMED:17187687;29625546;31118925)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3323	GC_00004657	0	1	1	1
Predicted nuclease of restriction endonuclease-like (RecB) superfamily,  DUF1016 family (YhcG) (PUBMED:16011798)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG4804	GC_00004528	0	1	1	1
Multisubunit Na+/H+ antiporter, MnhC subunit (MnhC) (PDB:6CFW)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG1006	GC_00005323	0	1	1	1
Uncharacterized conserved protein YjiS, DUF1127 family (YjiS)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG5457	GC_00005397, GC_00008164	0	1	1	1
PAS domain (PAS) (PDB:2MWG)!!!GAF domain (GAF)!!!Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2202!!!COG2203!!!COG5001	GC_00003582, GC_00004630, GC_00007633	0	1	1	1
Uncharacterized membrane protein AbrB, regulator of aidB expression (AbrB)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3180	GC_00005380	0	1	1	1
Cytochrome c556 (CytC556) (PDB:1E83)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3909	GC_00006796	0	1	1	1
Cell division inhibitor SulA, prevents FtsZ ring assembly (SulA) (PDB:1OFT)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG5404	GC_00002385	0	1	1	1
Uncharacterized membrane protein YsdA, DUF1294 family (YsdA)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3326	GC_00005718	0	1	1	1
ACT domain, ACT-3 family (ACT-3) (PDB:1ZVP)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3602	GC_00006136	0	1	1	1
cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases (Crp) (PDB:1FT9)!!!Small-conductance mechanosensitive channel (MscS) (PDB:2OAU)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0664!!!COG0668	GC_00005465	0	1	1	1
Aminopyrimidine aminohydrolase TenA (thiamine salvage pathway) (TenA) (PDB:2QCX) (PUBMED:17618314)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0819	GC_00003166	0	1	1	1
5-enolpyruvylshikimate-3-phosphate synthase (AroA) (PDB:4N3P)!!!Prephenate dehydrogenase (TyrA) (PDB:2F1K)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0128!!!COG0287	GC_00006259	0	1	1	1
Trk-type K+ transport system, membrane component (TrkG) (PDB:3PJZ)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0168	GC_00005577	0	1	1	1
Plastocyanin (PetE) (PDB:3BQV)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3794	GC_00007382	0	1	1	1
Uncharacterized conserved protein, DUF1285 family (PDB:2RA9)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3816	GC_00003250	0	1	1	1
ABC-type anion transport system, duplicated permease component	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG4986	GC_00001695	0	1	1	1
Phosphate starvation-inducible membrane PsiE (function unknown) (PsiE)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3223	GC_00003765	0	1	1	1
Metal-sulfur cluster biosynthetic enzyme (PaaD) (PDB:1UWD)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2151	GC_00001273, GC_00007142	0	1	1	1
Iron-sulfur cluster repair protein YtfE, RIC family, contains ScdAN and hemerythrin domains (RIC) (PDB:5FNN)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2846	GC_00003761	0	1	1	1
Recombinational DNA repair ATPase RecF (RecF) (PDB:5Z67)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG1195	GC_00007715	0	1	1	1
Uncharacterized protein, contains RES domain (RES)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG5654	GC_00007925	0	1	1	1
Endonuclease I (EndA) (PDB:1OUO)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2356	GC_00004521	0	1	1	1
Uncharacterized domain associated with phage/plasmid primase	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG4643	GC_00007811	0	1	1	1
Na+/serine and Na+/threonine symporter SstT (SstT)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3633	GC_00006860	0	1	1	1
Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN domain metalloenzyme (JAMM) motif (Rri1) (PDB:2O95)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG1310	GC_00004503	0	1	1	1
DNA-binding transcriptional regulator YbjK (YbjK) (PDB:5X5I)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3226	GC_00004026	0	1	1	1
ABC-type phosphate transport system, permease component (PstA)!!!ABC-type phosphate transport system, auxiliary component PstA (PstA)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0581!!!COG4985	GC_00003839	0	1	1	1
Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase (BcsA) (PDB:4HG6)!!!Exo-beta-1,3-glucanase,  GH17 family (Scw11)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG1215!!!COG5309	GC_00006198	0	1	1	1
Outer membrane scaffolding protein for murein synthesis, MipA/OmpV family (OmpV)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3713	GC_00003813	0	1	1	1
Putative effector of murein hydrolase LrgA, UPF0299 family (YohJ)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG1380	GC_00005199, GC_00006314	0	1	1	1
Kef-type K+ transport system, membrane component KefB (KefB) (PDB:4BWZ)!!!Voltage-gated potassium channel Kch (Kch) (PDB:3FWZ)!!!Uncharacterized protein, contains PhoU and TrkA_C domains (PDB:1VCT)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0475!!!COG1226!!!COG3273	GC_00007276	0	1	1	1
PAS domain (PAS) (PDB:2MWG)!!!Sensor histidine kinase, LytS/YehU family (LytS)!!!Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2202!!!COG3275!!!COG5001	GC_00007024	0	1	1	1
ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0507	GC_00006153	0	1	1	1
dsDNA-binding SOS-regulon protein YebG, induction by DNA damage requires cAMP (YebG) (PDB:3ERM) (PUBMED:9368369;21697094)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3141	GC_00003815	0	1	1	1
ABC-type molybdate transport system, ATPase component ModC (ModC)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG4148	GC_00005149	0	1	1	1
GAF domain-containing protein, putative methionine-R-sulfoxide reductase (MsrC) (PDB:1F5M)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG1956	GC_00003642	0	1	1	1
NAD kinase	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3199	GC_00005029	0	1	1	1
Phosphoaspartate phosphatase CheC, specific for CheY-P (CheC) (PDB:2F9Z)!!!Two-component response regulator, YesN/AraC family, consists of REC and AraC-type DNA-binding domains (YesN)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG1776!!!COG4753	GC_00006280	0	1	1	1
Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ)!!!2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase (UbiG) (PDB:1BHJ)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0463!!!COG2227	GC_00003579	0	1	1	1
Predicted glycosyl hydrolase, GH43/DUF377 family (PDB:1VKD)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2152	GC_00002307, GC_00006432	0	1	1	1
Phosphotransacetylase (includes Pta, EutD and phosphobutyryltransferase) (Pta) (PDB:1QZT) (PUBMED:28754323)!!!BioD-like N-terminal domain of phosphotransacetylase (PtaN) (PDB:2IOJ)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0280!!!COG0857	GC_00007449	0	1	1	1
2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase (methionine salvage) (MtnX) (PDB:2FEA)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG4359	GC_00006854	0	1	1	1
Erythromycin esterase homolog (YbfO) (PDB:2QGM)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2312	GC_00007514	0	1	1	1
Ribonuclease D (Rnd) (PDB:5C0Y) (PUBMED:18821773)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0349	GC_00004349	0	1	1	1
Trans-2-enoyl-CoA reductase (PDB:3S8M)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3007	GC_00003830	0	1	1	1
DNA-binding transcriptional regulator YdaS, prophage-encoded, Cro superfamily (YdaS)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG4197	GC_00007637	0	1	1	1
Stalled ribosome alternative rescue factor ArfA (ArfA)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3036	GC_00006731	0	1	1	1
ABC-type Mn2+/Zn2+ transport system, ATPase component (ZnuC)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG1121	GC_00008146, GC_00008226	0	1	1	1
Uncharacterized protein, contains GH25 family domain	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG5266	GC_00003408	0	1	1	1
NADH:ubiquinone oxidoreductase 49 kD subunit (chain D) (NuoD) (PDB:2FUG)!!!NADH:ubiquinone oxidoreductase 27 kD subunit (chain C) (NuoC)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0649!!!COG0852	GC_00004085	0	1	1	1
PAS domain (PAS) (PDB:2MWG)!!!Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2202!!!COG5001	GC_00001675, GC_00002037, GC_00003763, GC_00004246, GC_00004366	0	1	1	1
Precorrin-8X methylmutase CbiC/CobH (CobH) (PDB:1F2V)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2082	GC_00001509	0	1	1	1
Sugar diacid utilization regulator CdaR (CdaR)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3835	GC_00004901	0	1	1	1
Na+/proline symporter (PutP) (PDB:5NVA)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0591	GC_00006468, GC_00007292	0	1	1	1
NH3-dependent NAD+ synthetase (NadE) (PDB:3HMQ)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG0171	GC_00006905	0	1	1	1
Regulator of sigma D (Rsd) (PDB:2P7V)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG3160	GC_00007420	0	1	1	1
Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase (CobU) (PDB:1C9K)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2087	GC_00002727	0	1	1	1
Spore germination protein YkwD and related proteins with CAP (CSP/antigen 5/PR1) domain (YkwD) (PDB:1CFE) (PUBMED:31199835)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2340	GC_00002890, GC_00004831	0	1	1	1
Putative translation regulator, IMPACT (imprinted ancient) protein family (YIH1) (PDB:1VI7) (PUBMED:15126500)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG1739	GC_00007589	0	1	1	1
Cyanate permease (CynX)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2807	GC_00001309, GC_00004133, GC_00008089	0	1	1	1
Uncharacterized conserved protein YibQ, putative polysaccharide deacetylase 2 family (YibQ) (PDB:2NLY)	1.9999999999999991	0.15729920705028527	0.40904111070305105	MF	COG2861	GC_00008190	0	1	1	1
